squareMeters,numberOfRooms,floors,numPrevOwners,made,hasGuestRoom,price
61527,63,49,6,2007,0,6157867.7
52141,9,35,4,2010,6,5215581
45370,56,28,5,2011,9,4545472.1
38511,71,27,3,2005,3,3852614.5
54462,3,36,5,2001,7,5458103.1
83847,31,73,3,2008,9,8386564.8
70213,9,32,8,1991,2,7025651.1
22328,37,54,6,2008,6,2243514.8
72870,25,29,7,2007,7,7293420.7
34980,16,84,8,2016,3,3507649.6
73136,77,88,9,2006,4,7325694.6
90087,29,80,3,1995,8,9015048.5
16714,61,9,6,1998,9,1675672.8
52455,54,20,1,2021,7,5250717.1
10817,97,12,9,2000,7,1087354
95367,11,41,10,2000,10,9539232
94018,60,99,3,2004,4,9414111.4
38947,91,76,5,1996,4,3897019.6
46976,97,91,1,2006,3,4705156.6
34673,52,30,4,2001,0,3473056.1
17392,99,78,4,2001,8,1745197.1
43359,82,51,7,1991,10,4341769.1
32309,58,88,9,2002,5,3242419.2
88352,61,100,3,2017,7,8844632.7
50878,23,9,3,2016,3,5089157.6
60886,15,12,7,2005,2,6090272.5
63792,73,39,3,2000,4,6381705
85215,25,1,7,2000,6,8526942
80998,28,34,3,1992,0,8107792.2
29250,3,71,5,2015,5,2935648.5
37941,47,41,1,2013,6,3796341.3
11242,14,75,1,2000,3,1127009
91558,18,46,1,1992,0,9158541.2
87819,30,4,1,2006,6,8782664.6
10035,15,6,5,2005,6,1006634.5
57676,66,47,7,1991,2,5769101.1
20297,18,82,9,2002,1,2035832.2
68006,63,80,4,2010,7,6812540
48994,59,3,9,1992,0,4904547.2
66738,7,19,8,1995,9,6680395.5
22855,24,80,9,2017,2,2289561.7
21196,34,7,8,2004,7,2124683.4
36702,66,45,3,2020,1,3678080
76612,28,57,5,2000,7,7670470
22974,86,50,10,2020,2,2300702
16348,12,4,10,2008,3,1640404.8
50109,4,27,1,2018,4,5019832.8
41759,49,64,10,1995,4,4181321.5
19572,96,64,1,2017,2,1969866.7
712,29,19,8,2019,5,80879.9
88172,3,41,7,2018,9,8818402.8
46944,65,2,3,1995,8,4699401.5
79649,51,98,8,2009,2,7976501.9
27488,63,28,4,2004,3,2756731.4
10972,90,73,10,2017,4,1105258.7
17797,13,82,10,1992,10,1792290.2
16252,30,58,7,1998,5,1630793.8
71603,39,7,1,2010,7,7169029
87022,60,89,6,2012,4,8707681.2
62289,32,96,8,1998,3,6233774.8
5825,60,90,2,2016,5,598186.6
85225,40,21,2,1993,9,8527022.3
5820,41,78,4,2010,9,592006
90539,14,81,3,2012,2,9069445.2
35233,53,52,6,2000,0,3536738
98559,33,94,2,1991,4,9862559.1
58056,17,29,9,1998,7,5809089.8
91207,63,26,7,2004,10,9126333.4
67923,20,66,7,2018,10,6799955.8
12641,28,63,9,1992,1,1272159.2
35691,53,95,5,2016,7,3582171.6
48627,54,87,2,2000,10,4871835
5183,31,78,3,2013,6,521772.3
16631,68,95,9,2003,10,1667835.3
18144,19,8,5,2020,4,1819929
10586,27,6,10,1991,3,1066983.1
64235,25,69,10,1992,8,6431380.2
88584,15,87,4,2011,5,8867048.1
2310,61,9,4,2012,0,234237.2
55217,65,28,7,2007,10,5526674.7
64539,20,68,8,2002,9,6457482.2
90947,89,61,6,2014,1,9103454.4
68837,41,55,9,1997,4,6889494.7
60721,88,48,6,2015,9,6073407.5
51459,49,28,8,1992,4,5149505.2
12820,41,16,8,2018,1,1283027.8
20734,34,63,3,1995,7,2077771.5
91988,53,47,4,2006,7,9206879.6
40286,85,51,2,1993,9,4035154.3
10719,77,17,2,2018,6,1076789.8
17783,28,1,3,2003,8,1778779.3
72065,52,34,2,2015,2,7210625.5
58626,55,30,3,1993,1,5866206.3
13147,61,71,2,1997,9,1326980.7
90304,95,78,5,1990,5,9044776
80780,98,55,8,2016,9,8088913.6
82301,20,21,3,2012,6,8232053.2
78039,10,9,9,2010,3,7804837
92783,37,57,3,1996,7,9281484.6
67134,92,60,1,1992,8,6719369.2
27792,11,15,6,2007,2,2786854.7
96637,55,8,6,2008,5,9667457.8
36877,89,92,7,2008,0,3695191.8
88120,13,17,5,2009,7,8816378.9
4385,55,56,4,2006,5,445694.6
75903,20,27,1,2010,7,7594699
1171,86,85,3,1997,7,126268.7
44615,18,34,4,2012,2,4465651.2
65543,81,90,3,2008,3,6559662.8
17246,95,10,9,2007,0,1728544.7
7236,30,52,10,2003,5,725656.3
32078,91,65,3,2012,5,3209311.2
82184,14,48,4,2011,2,8221783.1
6686,43,26,2,2020,0,675399
18536,7,28,10,1994,2,1856793.4
52683,43,57,9,2007,10,5274308.7
32286,69,11,5,2008,2,3233772.8
34796,74,47,9,2001,6,3483606.1
26669,69,82,5,2009,9,2671083.9
47606,49,16,4,2021,3,4763586.1
91435,61,92,10,2019,8,9153666.9
889,53,30,7,1999,10,92858.9
67511,24,67,10,1996,4,6759802.6
52655,82,6,4,1990,10,5266351
82432,43,57,8,2015,0,8245134.5
75680,100,77,2,2009,2,7572315.9
28543,26,29,7,1990,10,2859167
66851,93,87,4,1990,2,6691843
49031,37,37,3,2020,3,4910323
71630,5,45,4,1996,7,7169854.6
25362,76,71,3,1995,9,2545732.5
87412,89,40,7,2020,6,8745542
41057,22,18,3,2014,3,4106731.4
93325,38,73,10,2000,0,9346064
40330,49,28,4,2008,7,4034416.8
5134,31,14,4,1994,5,519772.4
93443,16,93,3,2015,5,9349955.5
55558,74,85,8,2020,8,5564448
61694,58,4,7,2001,3,6172206.1
32713,97,93,8,1990,1,3278723
9428,45,34,10,1991,1,944839.1
92032,81,5,1,2012,7,9212773.2
28091,77,93,8,2005,4,2815613.5
54706,39,46,2,2010,4,5475756
97429,13,29,1,2021,6,9751706.1
7808,72,18,9,2008,5,789027.8
60265,97,45,9,1990,4,6033313
57850,32,93,10,1993,10,5789083.3
72554,16,79,5,2014,9,7268379.4
6966,21,97,3,2008,8,700650.8
79957,45,42,1,2010,6,8003950
3629,4,33,3,1991,9,369764.1
8732,25,37,6,2021,7,876270.1
56514,33,48,3,1991,1,5652969.1
20533,93,91,9,2019,2,2056508.9
16625,27,8,9,2014,7,1664023.4
12313,50,55,4,2018,5,1240834.8
68052,4,5,3,1992,8,6805894.2
35383,92,96,10,2009,7,3548725.9
8977,51,56,1,2015,9,905128.5
79356,46,24,3,2001,1,7940419.1
67639,99,58,6,2012,3,6768972.2
21145,70,84,9,1997,8,2119485.7
26009,18,9,6,1997,4,2606754.7
68580,4,53,8,2017,5,6863504.7
88780,51,89,1,2016,0,8887352.6
72114,51,32,5,1990,4,7215802
89756,47,36,6,2018,1,8980810.8
1770,61,15,5,2015,8,183765.5
20109,91,28,5,1996,7,2017287.6
61067,99,39,3,1993,2,6110904.3
30690,10,52,6,2015,5,3072879.5
12161,11,16,8,2005,0,1218405.5
47364,47,9,7,1999,6,4739985.9
57066,20,39,5,1991,3,5711304.1
97760,89,82,1,2011,8,9780377.1
47476,85,92,5,2020,2,4761612
32176,58,43,1,1999,5,3220156.9
98547,17,100,8,2001,8,9865243.1
86171,22,79,7,2021,7,8621486.1
65711,20,63,9,1992,9,6579419.2
73585,89,56,3,1999,4,7359509.9
26665,68,62,9,2001,10,2671587.1
69094,22,67,8,2018,2,6919039.8
27538,9,34,2,2000,5,2761292
64922,3,11,5,2013,4,6500624.3
74600,64,21,5,2014,1,7461192.4
56595,94,2,10,2014,5,5664278.4
18037,91,16,7,2009,5,1805824.9
56587,50,98,10,2006,5,5670619.6
20105,98,20,9,1999,4,2017609.9
46322,61,1,5,2005,5,4632807.5
31301,13,91,6,2018,8,3142338.8
91952,19,80,9,2015,2,9207839.5
92948,46,47,4,1997,1,9297047.7
66812,48,57,8,2006,3,6687761.6
76424,37,81,7,2021,8,7647871.1
14823,44,65,4,1993,1,1484434.3
26682,7,6,4,2001,8,2675367.1
12995,92,18,7,1996,10,1305488.6
94789,23,3,9,1992,8,9484024.2
34703,13,68,6,2006,3,3476698.6
9691,20,56,8,1996,10,978280.6
84118,15,52,1,2006,2,8416992.6
39272,95,79,2,2020,3,3936310
51037,100,49,1,2018,5,5107476.8
17325,5,37,7,1997,0,1737822.7
39104,19,70,2,2017,0,3920958.7
11247,73,69,2,2008,1,1129896.8
87000,62,9,5,2008,6,8700807.8
99999,58,68,4,2012,2,10006771.2
55888,81,82,8,2011,6,5594957.1
75296,30,76,1,2015,9,7535664.5
83512,8,45,6,2005,8,8358211.5
22825,100,18,6,1998,3,2289049.8
58287,71,98,4,1996,4,5837331.6
91441,41,88,3,2013,0,9155265.3
57564,64,18,2,1999,6,5758203.9
82280,33,89,1,2019,7,8235158.9
62646,36,43,2,2005,8,6273246.5
50133,28,92,9,2013,2,5019119.3
69719,11,87,3,1993,2,6982744.3
81840,49,34,4,1996,6,8186999.6
7851,22,19,7,1992,3,793981.2
76564,95,88,10,1999,0,7662557.9
2095,88,27,10,1991,6,213708.1
13287,84,76,10,2003,1,1335371.3
94457,17,82,2,1991,8,9455820.1
96573,74,28,6,1993,10,9664738.3
97898,60,2,3,1991,2,9794464.1
18642,62,65,8,2013,7,1865856.3
52259,16,72,6,2003,4,5236500.3
68362,77,57,1,2006,1,6840206.6
66395,22,57,6,2006,10,6647572.6
10590,74,5,2,2013,4,1060141.3
51271,33,36,8,2018,5,5133444.8
91436,7,81,8,1997,7,9151236.7
68072,63,40,2,2019,1,6812764.9
12172,12,15,10,2007,7,1218235.7
34750,28,1,9,1993,7,3478934.3
52832,46,70,4,1993,10,5292504.3
87683,53,57,3,1993,7,8774909.3
25145,2,96,10,1998,8,2521346.8
18426,63,31,3,1996,5,1854935.6
9381,96,77,5,1998,1,943600.8
81658,27,14,4,2008,6,8171711.8
10028,51,56,6,2012,8,1009529.2
76352,55,12,2,2006,1,7641804.6
21247,81,43,5,2004,4,2136110.4
84805,15,9,7,2004,9,8486115.4
8928,8,6,3,2018,4,896505.8
14762,42,59,7,2002,1,1484350.2
53454,14,22,7,1996,1,5349280.6
35409,1,58,1,1992,6,3546437.2
53161,42,4,6,1993,2,5320392.3
12760,60,28,3,2015,3,1284972.5
42826,38,49,2,1998,0,4287076.8
58394,19,56,3,2001,8,5848843.1
95143,90,72,2,2010,1,9517871
46532,19,85,8,2000,9,4661805
42272,11,9,10,2009,3,4228013.9
42981,49,73,5,2014,10,4300680.4
62384,72,36,2,2005,1,6242453.5
81653,13,8,2,2005,6,8166002.5
63278,60,32,6,2011,6,6332923.1
95307,66,62,4,1994,9,9537644.4
72545,96,78,6,2021,0,7260052.1
66777,1,100,9,1998,9,6685851.8
61001,41,15,7,2013,1,6105043.3
65790,82,62,5,1991,3,6589425.1
35948,75,53,10,2008,6,3596039.8
54929,86,4,7,2005,8,5498846.5
18397,59,93,7,1990,4,1846201
4623,93,58,10,2009,10,468494.9
58433,54,29,9,2018,8,5848135.8
79767,86,17,6,2013,6,7981643.3
58036,51,35,9,2007,2,5809016.7
6051,77,88,7,2015,5,612527.5
22703,41,53,1,2018,0,2273445.8
29319,62,47,3,2001,7,2939576.1
53722,26,96,1,2021,3,5383626.1
32218,28,39,4,2015,7,3225722.5
93288,90,73,7,2002,4,9334856.2
30402,63,33,9,2012,4,3043179.2
75632,43,12,8,2002,2,7573328.2
34592,24,80,7,1996,6,3467169.6
34304,54,95,2,2003,6,3434850.3
21112,38,94,2,2019,4,2121485.9
40266,100,14,4,2009,8,4028831.9
93533,27,33,5,2017,7,9356028.7
78672,59,66,6,1995,8,7877999.5
47833,44,82,7,2008,0,4791653.8
22142,11,97,8,1995,7,2220957.5
19819,19,35,10,2000,4,1984840
69967,32,35,6,2012,4,6997746.2
28555,76,40,9,2018,0,2860957.8
25881,89,34,9,2004,4,2596473.4
81624,8,4,1,2004,3,8169425.4
73943,29,32,10,2005,8,7405498.5
78101,17,24,1,1995,10,7814923.5
22162,14,99,10,1994,9,2223268.4
72836,27,24,8,2009,1,7289126.9
56614,98,13,1,1997,4,5662574.7
838,30,8,2,2003,6,92181.3
25946,84,80,9,1999,0,2600384.9
17250,50,50,3,2021,10,1734432.1
19387,17,64,4,2020,6,1940788
36503,87,90,10,2007,2,3659340.7
61752,62,57,2,2018,5,6181908.8
25136,98,35,7,2011,1,2520958.1
95989,44,46,5,2017,6,9610818.7
27665,29,24,10,2011,9,2771481.1
79169,22,39,4,2010,4,7918220
69642,45,24,9,2016,3,6974699.6
28727,45,23,6,2001,0,2877589.1
88940,18,5,1,2003,6,8896898.3
82978,41,62,1,1997,3,8299837.7
22374,13,67,5,2002,5,2244101.2
7169,65,8,1,2003,4,722385.3
91380,23,33,8,2015,2,9144773.5
20799,10,47,8,2007,6,2084113.7
28446,94,61,4,2010,6,2852653
81618,87,80,5,2009,9,8170899.9
44513,63,40,7,2004,5,4457308.4
66436,19,51,3,2021,5,6650734.1
55482,87,78,9,2016,2,5558268.6
23376,9,43,9,2002,4,2346829.2
48380,73,35,7,1997,9,4842254.7
38765,16,56,2,2003,10,3882491.3
2484,43,23,7,2012,8,252179.2
5624,35,2,8,2014,6,566535.4
71541,71,44,3,2015,6,7159919.5
98857,85,15,3,2016,3,9889895.6
6948,10,18,7,1997,0,698524.7
16284,39,29,5,2019,8,1638521.9
60261,37,63,3,2006,3,6032370.6
92304,75,53,9,1996,5,9234228.6
32071,15,53,5,1998,1,3213146.8
76454,17,88,1,1990,1,7647961
70210,48,56,9,2021,1,7025129.1
75584,77,69,6,2016,1,7567791.6
41669,18,34,5,2005,6,4176148.5
8940,86,39,3,2011,9,899258.1
79628,60,59,3,2003,6,7967880.3
52979,82,45,9,2010,5,5304197
75414,82,75,3,1999,1,7551847.9
91515,23,33,5,1997,2,9157101.7
68767,13,13,8,2014,3,6880980.4
90111,94,30,4,2008,5,9014247.8
1967,87,76,10,2009,2,207245.9
21843,66,10,2,2018,5,2186457.8
45049,30,80,10,2000,9,4519980
925,16,51,4,1998,2,97785.8
53956,78,97,5,2001,9,5401835.1
3343,76,65,6,2004,0,344710.4
25942,86,30,2,2021,5,2601765.1
51171,95,91,5,1991,9,5125181.1
82629,5,51,8,2012,9,8267316.2
78721,23,59,6,1997,9,7875331.7
82900,3,11,7,2013,8,8295028.3
79399,21,44,10,2006,0,7946835.6
87078,8,77,10,2002,1,8714830.2
65246,19,31,5,2008,10,6529755.8
48271,40,47,4,2008,4,4835629.8
61311,30,4,8,2008,2,6137635.8
742,28,6,6,1995,1,81336.5
55164,10,64,1,2007,3,5526826.7
37448,47,58,1,2000,5,3754453
34208,43,2,1,2013,0,3428754.3
21442,42,16,6,2018,3,2145503.8
69290,23,38,3,2009,8,6932336.9
15299,91,95,2,2020,0,1542950
30203,5,86,1,2019,3,3029401.9
74069,53,91,7,1993,3,7417780.3
780,18,95,9,2005,9,82916.5
85060,55,12,9,1998,2,8507007.8
47143,7,63,5,1990,7,4728886
40194,32,69,10,2005,2,4022680.5
74411,98,82,4,2017,3,7450324.7
3527,47,79,1,1999,4,358050.9
85185,23,11,1,2015,2,8522775.5
68772,98,98,5,2018,9,6885105.8
6281,33,10,1,1996,0,636186.6
8319,78,55,10,2019,4,834891.9
39572,79,15,6,2021,7,3960690.1
61787,96,53,6,2000,0,6182153
71117,31,22,7,2010,1,7116581
42903,96,28,4,1991,3,4297348.1
68847,70,30,6,2019,9,6888091.9
55035,98,92,10,2021,4,5513804.1
76485,57,14,1,1992,2,7652091.2
27521,39,81,9,2002,1,2754134.2
63072,55,5,2,2008,5,6311417.8
60454,96,50,5,2003,9,6054212.3
43204,15,22,5,2005,4,4322877.5
70279,14,31,7,2005,3,7035681.5
99303,44,76,10,1998,7,9940504.8
52952,8,36,6,2019,7,5303295.9
40139,95,27,3,1991,9,4017300.1
26960,63,5,2,2004,2,2699467.4
21726,10,20,5,2016,9,2173491.6
18098,25,23,4,2008,2,1813099.8
23519,20,31,4,1992,8,2358426.2
50949,50,9,6,1996,10,5097163.6
80834,22,45,5,2003,7,8089908.3
77743,40,8,7,2001,3,7780280.1
97124,78,79,8,2020,8,9725279
80459,43,25,7,1991,4,8050098.1
59237,54,85,3,2012,6,5932547.2
43579,14,87,4,2019,5,4361420.9
10484,38,43,10,2016,7,1051974.6
19907,31,47,7,2020,7,1996937
68643,71,2,1,2020,9,6870485
67457,7,57,2,2003,1,6757663.3
44593,83,21,10,2015,3,4465177.5
56339,100,21,10,2012,8,5642801.2
74817,9,53,8,1996,7,7490782.6
51109,17,38,6,2017,1,5114433.7
63601,24,51,2,2006,5,6368141.6
72926,35,28,10,2011,7,7295797.1
1562,85,31,6,1996,9,167143.6
2536,88,25,5,2018,0,258795.8
44175,43,1,9,1995,5,4418372.5
4069,39,3,5,2003,2,411451.3
73082,54,18,9,2007,10,7318776.7
37718,79,5,10,1994,9,3772814.4
47386,36,73,8,2012,0,4746476.2
33871,85,64,6,2008,4,3394030.8
45406,53,54,9,1998,6,4545686.8
66434,80,16,8,2009,0,6644460.9
23684,95,76,10,2013,8,2370875.3
47177,80,25,4,2002,10,4726802.2
61661,10,33,10,2004,2,6168562.4
449,31,59,2,2011,10,50344.1
66648,48,52,10,1999,0,6670719.9
48757,41,51,4,2017,0,4879405.7
23558,42,65,2,2010,2,2359701
56223,42,31,5,2016,10,5629298.6
14137,68,50,7,2021,6,1425174.1
59386,85,27,4,2000,5,5942766
34826,55,2,2,2011,1,3488059.1
12785,91,35,8,2019,3,1284860.9
72587,98,20,5,1998,7,7265382.8
69804,90,8,2,2007,8,6984611.7
63915,11,72,6,2002,1,6396088.2
24415,76,4,9,2019,10,2442299.9
91007,49,6,7,2004,7,9101688.4
24023,47,11,6,1998,9,2405911.8
66716,22,72,10,2013,8,6678899.3
44653,35,78,1,2002,2,4473832.2
91013,1,65,9,2010,4,9111320
14725,14,69,4,1997,0,1484099.7
61115,48,56,10,1991,8,6116454.1
90925,25,45,3,2007,5,9094635.7
54717,52,3,6,2019,7,5478930.9
53708,81,73,4,2006,1,5378041.6
55413,32,64,5,2018,2,5551048.8
74875,98,7,4,2017,1,7495681.7
65844,13,68,2,1998,7,6587579.8
28613,95,13,6,1997,6,2862135.7
99458,94,77,1,1994,4,9957307.4
69399,77,1,6,2003,8,6940277.3
51237,92,32,9,2017,7,5130743.7
29276,42,41,2,1997,9,2928782.7
50938,33,49,5,1994,6,5103724.4
39614,97,66,8,2001,9,3968931.1
5758,77,57,8,1990,9,581130
60562,10,4,5,2014,5,6061364.4
28048,63,93,1,1998,3,2806887.8
92649,28,54,4,2015,0,9270413.5
16354,4,53,3,2019,5,1645035.9
50418,43,64,7,2006,7,5047372.6
20075,25,87,3,2000,1,2010227
54729,30,9,2,2001,6,5479404.1
34767,13,91,1,2017,9,3481346.7
31388,17,18,1,2015,1,3145817.5
37134,83,9,1,2005,2,3718807.5
14011,99,59,2,2002,1,1408285.2
87589,54,80,2,2016,0,8769157.6
40993,16,7,8,2017,7,4102780.7
92811,3,91,5,2014,0,9293471.4
26867,6,30,10,2000,0,2690300
49170,96,21,3,1991,5,4923152.1
77081,67,54,5,1995,1,7711931.5
66959,87,36,8,2010,9,6699322
82458,93,14,9,2001,7,8250503.1
85615,68,63,3,2009,8,8572770.9
61803,22,39,2,2005,1,6187398.5
93190,51,44,5,1998,7,9322069.8
79240,53,66,3,1994,4,7928275.4
86184,99,42,4,1993,1,8625590.3
57097,65,31,7,2011,2,5715926.1
683,91,31,3,2009,10,76430.9
22255,70,65,3,2002,8,2239467.2
43586,12,96,6,2015,7,4366236.5
55472,44,13,6,2008,0,5553013.8
58253,15,94,1,2014,0,5832546.4
46308,73,97,5,2009,4,4639736.9
65961,29,18,10,1997,1,6600131.7
77262,19,38,5,1990,7,7732674
48399,78,72,2,2007,6,4847310.7
75402,59,21,10,2003,8,7545050.3
54750,10,69,4,1990,0,5481119
25968,74,4,5,2002,10,2601762.2
28993,96,3,6,1998,10,2902643.8
28605,2,25,6,2003,1,2866459.3
68184,64,85,4,1998,10,6823394.8
98283,41,8,9,2003,4,9833681.3
95238,100,54,9,2019,1,9530991.9
67519,85,55,10,2014,0,6754271.4
33608,38,18,2,1998,10,3365171.8
22851,5,22,10,2011,6,2287033.1
69165,16,10,5,2019,5,6919982.9
15321,53,8,4,2014,1,1533279.4
74477,22,27,8,1994,6,7454179.4
17668,50,25,9,1995,9,1771537.5
19794,27,19,5,1992,10,1985050.2
21294,54,44,7,2017,8,2140798.7
56753,6,99,6,2012,7,5682190.2
35753,5,28,10,2017,6,3580868.7
14118,59,37,5,1991,10,1418040.1
39307,19,55,3,1999,2,3937946.9
21477,49,18,8,1992,2,2152653.2
52264,50,89,6,2006,10,5230980.6
61350,4,92,2,1995,10,6139665.5
71993,95,79,4,2012,3,7211507.2
60450,32,31,9,1996,4,6051258.6
42791,21,38,5,2008,5,4281322.8
9289,50,59,6,2008,1,934488.8
84888,51,6,2,1997,0,8489801.7
45867,84,25,6,2019,5,4594103.9
72100,93,97,1,2015,4,7226586.5
13381,45,69,8,2013,0,1340414.3
27690,26,31,9,1990,4,2772656
18149,46,92,4,2002,8,1829948.2
85154,10,33,6,1994,5,8518699.4
10851,17,95,4,1999,5,1095539.9
19214,90,42,8,2010,9,1925120
93450,23,63,9,2021,8,9350673.1
25051,36,32,5,1997,1,2506485.7
54300,96,60,10,2011,4,5442438.1
22241,59,39,3,1990,3,2225712
26853,57,28,9,2005,6,2689625.5
42360,13,59,6,1992,6,4239495.2
50710,94,6,4,2011,2,5071797.1
7512,27,24,4,1999,7,758423.9
28956,3,2,6,1991,8,2898953.1
71001,74,46,6,1998,4,7104645.8
96364,31,59,10,2005,4,9648728.5
74315,47,17,7,2002,8,7435387.2
4487,62,64,10,2020,4,456380
75066,25,79,6,2021,0,7519416.1
81374,87,15,4,2020,7,8143861
92490,34,44,8,2015,4,9250743.5
24686,87,58,8,1995,1,2474395.5
81548,51,71,3,2016,2,8161315.6
83789,40,55,10,1992,6,8382124.2
82407,75,70,6,2019,1,8244581.9
15763,38,58,7,1994,8,1581323.4
56191,30,78,5,1997,2,5629430.7
93324,100,38,4,1994,10,9343406.4
75039,5,26,8,2021,2,7512308.1
24270,73,96,9,2005,0,2436202.5
19277,85,34,2,1990,1,1936026
48799,55,87,9,2007,4,4886995.7
86184,38,50,5,1992,5,8624330.2
21217,20,47,3,1995,9,2127258.5
90679,5,97,9,2019,0,9072340.9
75873,6,10,3,2015,10,7588881.5
58091,46,2,4,2014,3,5813567.4
89396,86,97,5,1993,4,8949480.3
87867,25,43,10,2014,3,8788119.4
62655,32,76,6,1997,9,6270255.7
55840,85,14,6,2002,6,5587969.2
28720,60,2,9,1993,10,2876831.3
79783,4,26,1,1993,7,7983955.3
68260,89,69,10,1996,6,6829892.6
4113,64,22,5,2013,4,416148.3
29556,91,33,4,1990,2,2962632
90300,66,88,1,1998,5,9037944.8
80439,77,89,7,2009,2,8046219.9
89245,86,19,9,2007,2,8930367.7
42540,68,51,10,1999,2,4264337.9
2978,3,29,7,2011,5,307536.1
43038,18,62,6,1996,1,4307230.6
65201,87,21,10,2007,9,6522337.7
16200,79,40,6,2011,7,1621661.1
24095,45,2,3,2017,1,2409945.7
10503,94,95,3,1995,2,1058224.5
90338,17,52,8,2005,5,9040287.5
58402,85,65,8,2011,3,5848466.1
7431,62,83,9,2013,4,749725.3
55047,22,15,1,2013,3,5512488.3
78897,58,96,5,2007,0,7901129.7
52123,32,52,4,2007,6,5219801.7
41157,22,8,1,2005,2,4119982.5
12838,35,10,2,2014,5,1286311.4
18285,70,87,7,2013,0,1835040.3
33435,33,43,1,2020,4,3349314
77618,78,29,8,2019,1,7768108.9
64044,31,43,10,1991,2,6406275.1
69788,12,42,2,2020,1,6980862
5208,61,69,7,2003,1,526474.3
69952,78,93,8,1996,7,7001508.6
9613,95,29,3,2019,6,969559.9
79915,51,8,6,2005,6,7994470.5
99636,89,30,5,1990,3,9969033
37822,23,71,10,2011,9,3785912.1
33726,28,59,4,2012,5,3376333.2
97854,70,43,5,1991,9,9792071.1
80266,22,75,7,2002,6,8030275.2
48875,93,19,1,2019,8,4892360.9
35019,50,98,3,2021,4,3510681.1
55020,34,14,9,2001,4,5503232.1
29256,41,87,3,1991,9,2933216.1
26943,60,27,6,2014,2,2697365.4
11050,63,5,1,2013,9,1107198.3
47413,66,91,6,2005,3,4743556.5
20002,12,76,6,1997,3,2015304.7
60216,14,97,4,2012,10,6031741.2
83275,77,54,5,1999,2,8331662.9
80150,77,62,8,1991,4,8022700.1
38057,50,43,8,1997,3,3809962.7
53449,7,33,7,2014,0,5352469.4
33785,14,17,5,2002,10,3380715.2
9463,60,80,4,2001,0,956197.1
94370,55,21,2,2013,4,9445972.3
44698,15,38,10,2003,4,4473490.3
75743,76,32,9,2014,6,7580464.4
17622,42,100,2,2005,1,1767131.5
62662,28,92,10,2013,7,6271685.3
17346,74,79,4,1990,3,1740674
88899,84,23,5,2020,4,8893227
72447,68,99,9,2012,10,7257991.2
40555,76,62,3,2003,10,4061001.3
91095,2,33,10,2018,5,9115770.8
69810,37,67,4,2003,6,6986464.3
27533,63,87,2,2009,7,2761258.9
75271,69,74,2,2002,0,7537873.2
42010,70,90,3,2017,8,4206362.7
2169,96,48,10,1992,3,221299.2
29004,70,24,9,2002,9,2905549.2
32966,11,44,6,2011,8,3303709.1
14859,82,17,6,1992,9,1492436.2
33640,9,18,4,1995,8,3367992.5
73808,6,14,8,2002,6,7388725.2
30807,99,54,8,1998,0,3083235.8
14243,85,90,8,2016,2,1430473.6
82190,65,81,7,2019,8,8221240.9
31968,87,76,1,2015,5,3203508.5
23558,26,33,3,1996,1,2359810.6
81063,98,60,6,2008,10,8113870.8
9542,60,2,8,2018,2,962999.8
39699,74,89,9,2005,0,3977888.5
50788,64,68,1,2018,10,5087258.8
41681,12,85,1,2021,10,4173046.1
3798,53,39,8,2014,4,385544.4
31044,53,16,10,1999,5,3106033.9
46291,97,33,6,2018,9,4633898.8
15727,25,55,7,2007,8,1577602.7
67555,40,79,7,2018,1,6758958.8
1903,2,97,2,1997,10,193030.7
67271,60,79,7,2021,4,6737040.1
39217,7,78,9,2007,7,3932893.7
62532,26,52,2,1998,10,6261175.8
36239,59,78,2,2000,1,3634312
11987,48,53,4,2018,1,1203183.8
32862,39,83,3,2013,1,3296039.3
10983,10,4,3,2011,4,1100529.1
94294,38,30,9,2004,3,9439785.4
11157,49,90,10,2020,5,1120482
59018,35,49,1,2021,5,5907138.1
84807,34,22,2,2008,2,8482192.8
31585,42,50,6,2016,7,3165163.6
44670,41,3,2,1992,9,4470923.2
16951,20,60,10,2001,5,1701160.1
5892,32,83,6,2015,8,601283.5
24971,65,85,7,1994,5,2501574.4
56217,69,61,9,2011,0,5629960.1
6138,92,38,1,2008,9,617184.8
37582,17,27,10,2009,7,3769640.9
18848,89,36,8,2013,1,1887019.3
12107,15,9,5,2011,9,1211581.1
71523,87,42,5,2002,4,7159041.2
88328,91,63,1,1992,10,8840872.2
22304,42,37,2,2000,3,2235124
90523,63,6,6,2011,0,9058136.1
91987,31,90,1,1993,0,9208316.3
57719,86,60,4,2017,10,5779467.7
87073,2,95,9,2015,6,8719452.5
1878,68,48,3,2005,1,195927.5
47184,40,54,8,2011,10,4724350.1
45511,33,44,4,2013,0,4558309.3
98450,23,33,9,1999,9,9848719.9
38551,8,74,1,2002,0,3867229.2
1359,99,90,6,2016,0,145834.6
76903,36,40,8,2000,6,7694030
67496,23,26,2,1999,4,6752379.9
39756,22,23,4,2019,8,3980007.9
25643,6,34,8,2021,6,2571876.1
14043,8,92,9,2004,6,1415900.4
82311,85,98,4,2012,0,8239353.2
9333,96,9,1,2005,1,939398.5
36563,46,4,7,2001,10,3657222.1
33427,23,99,3,2020,8,3351101
52552,83,55,7,2006,2,5262997.6
1294,31,83,2,2021,4,142745.1
19382,95,30,8,2014,3,1943992.4
62805,89,67,7,1999,8,6288112.9
